sector,cname,bse_code
Financial Services -  Investment,Vardhman Holdings Limited,500439
Financial Services -  Investment,Vardhman Holdings Limited,513534
Steel -  Steel  -  Others,Vardhman Holdings Limited,532917
Steel -  Steel  -  Others,Vardhman Holdings Limited,512511
Agro Inputs -  Pesticides,Varun Polymol Organics Limited,24059
Others,Varun Seacon Limited,26297
Shipping -  Shipping,Varun Shipping Company Limited,500465
Shipping -  Shipping,Varun Shipping Company Limited,19144
Real Estate -  Real Estate,Vascon Engineers Limited,533156
Financial Services -  NBFC  -  Small / Medium,Vatsa Corporations Limited,11371
